TIMESTAMP,SAMPLE,WEIGHT
1.0098636451183396,0,1.0098636451183396
1.0649918495175146,1,0.055128204399174985
1.8565467780878704,0,0.7915549285703558
1.9493882809342848,1,0.09284150284641446
2.074277472579039,0,0.1248891916447541
2.225740360654222,1,0.15146288807518316
4.093796773881145,0,1.868056413226923
4.15069498340128,1,0.05689820952013491
5.773672252833858,0,1.6229772694325781
5.9260347513584195,1,0.1523624985245613
6.0909570071833254,0,0.16492225582490594
6.152787260336688,1,0.06183025315336277
6.383284620464685,0,0.2304973601279965
6.629432509885642,1,0.246147889420957
6.629432509885642,0,0
6.714221046925016,1,0.08478853703937439
7.748731455870955,0,1.0345104089459385
7.780638702251131,1,0.03190724638017617
8.097396413106178,0,0.31675771085504767
8.182694677503084,1,0.08529826439690602
8.503708723981175,0,0.3210140464780906
8.527175732601332,1,0.02346700862015716
8.787807642371174,0,0.26063190976984174
8.854680695642054,1,0.06687305327088033
9.179892965753309,0,0.32521227011125475
9.19560530334389,1,0.015712337590580105
9.443050627015806,0,0.24744532367191674
9.486366480793425,1,0.04331585377761904
9.607941029370192,0,0.12157454857676697
9.68977561366736,1,0.08183458429716772
11.269231154948383,0,1.579455541281023
11.440596224818792,1,0.17136506987040967
11.904028211174147,0,0.46343198635535465
11.939629754481581,1,0.03560154330743437
14.076770276399996,0,2.1371405219184147
14.114254099496797,1,0.037483823096801316
14.78110531960935,0,0.6668512201125534
14.826535878862623,1,0.04543055925327266
15.490964911426762,0,0.6644290325641382
15.51846538813225,1,0.027500476705489163
16.39606925614434,0,0.8776038680120894
16.483122603654117,1,0.08705334750977656
16.65697542834306,0,0.17385282468894303
16.68789298790977,1,0.03091755956670994
16.68789298790977,0,0
17.048500980355026,1,0.36060799244525654
19.673748825278842,0,2.625247844923816
20.30705982513002,1,0.6333109998511759
20.30705982513002,0,0
20.333580815248432,1,0.02652099011841358
23.841854945100735,0,3.5082741298523032
23.8921376048272,1,0.050282659726466505
23.97007869976731,0,0.07794109494010826
24.00699203387973,1,0.036913334112419705
24.296160917644293,0,0.28916888376456384
24.508801264700235,1,0.2126403470559417
27.11970150775098,0,2.6109002430507466
27.222669334702218,1,0.10296782695123596
28.79414497638992,0,1.5714756416877016
28.894066405550664,1,0.09992142916074442
28.894066405550664,0,0
29.04444652180793,1,0.1503801162572671
29.686108746601924,0,0.6416622247939934
29.86758314083804,1,0.18147439423611544
29.983937240899944,0,0.11635410006190483
30.036712946161916,1,0.05277570526197195
30.91871132587597,0,0.8819983797140551
31.121061848671363,1,0.2023505227953919
32.03430316731835,0,0.9132413186469854
32.061121364364894,1,0.026818197046544867
33.019610052355915,0,0.9584886879910215
33.09823195686595,1,0.0786219045100367
33.45948617310856,0,0.3612542162426067
33.65765765503554,1,0.19817148192698397
34.2944585406382,0,0.6368008856026606
34.32886289847434,1,0.03440435783613793
34.972480706522184,0,0.6436178080478427
34.97725082873451,1,0.004770122212327976
35.54649502701716,0,0.5692441982826466
35.56825019828412,1,0.02175517126696036
36.610577697676455,0,1.0423274993923357
36.667387773900614,1,0.0568100762241599
39.19389100061459,0,2.5265032267139773
39.36576572358691,1,0.1718747229723192
40.05589512385451,0,0.6901294002676011
40.05897774582142,1,0.0030826219669108923
42.36292709448374,0,2.3039493486623144
42.36681635816038,1,0.003889263676640553
42.98613712674114,0,0.6193207685807636
43.220282523773996,1,0.23414539703285442
